ARC,TYPE,DESCENT,LINE,REND,FROM,TO
CRA001,child,nonlineal,central,red,CRN001,CRN002
CRA003,child,nonlineal,central,brown,CRN001,CRN003
CRA002,child,lineal,central,red,CRN001,CRN006
CRA001,child,nonlineal,central,red,CRN001,CRN002
CRA003,child,nonlineal,central,brown,CRN001,CRN003
CRA006,child,nonlineal,central,brown,CRN003,CRN004
CRA007,child,nonlineal,central,brown,CRN004,CRN005
CRA006,child,nonlineal,central,brown,CRN003,CRN004
CRA007,child,nonlineal,central,brown,CRN004,CRN005
CRA005,child,lineal,central,red,CRN006,CRN091
CRA004,child,lineal,japhet,green,CRN006,CRN007
CRA002,child,lineal,central,red,CRN001,CRN006
CRA004,child,lineal,japhet,green,CRN006,CRN007
CRA008,child,lineal,japhet,green,CRN007,CRN008
CRA008,child,lineal,japhet,green,CRN007,CRN008
CRA009,child,lineal,japhet,green,CRN008,CRN009
CRA010,child,lineal,japhet,green,CRN009,CRN010
CRA009,child,lineal,japhet,green,CRN008,CRN009
CRA011,child,lineal,japhet,green,CRN010,CRN011
CRA010,child,lineal,japhet,green,CRN009,CRN010
CRA012,child,lineal,japhet,green,CRN011,CRN012
CRA011,child,lineal,japhet,green,CRN010,CRN011
CRA012,child,lineal,japhet,green,CRN011,CRN012
CRA013,child,lineal,japhet,green,CRN012,CRN013
CRA014,child,lineal,japhet,green,CRN013,CRN014
CRA013,child,lineal,japhet,green,CRN012,CRN013
CRA015,child,nonlineal,japhet,blue,CRN014,CRN015
CRA016,child,nonlineal,japhet,green,CRN014,CRN016
CRA021,child,lineal,japhet,green,CRN014,CRN021
CRA018,child,nonlineal,japhet,blue,CRN014,CRN018
CRA014,child,lineal,japhet,green,CRN013,CRN014
CRA022,child,nonlineal,japhet,blue,CRN014,CRN022
CRA020,child,nonlineal,japhet,red,CRN014,CRN020
CRA017,child,nonlineal,japhet,red,CRN014,CRN017
CRA019,child,nonlineal,japhet,brown,CRN014,CRN019
CRA023,child,nonlineal,japhet,red,CRN014,CRN023
CRA015,child,nonlineal,japhet,blue,CRN014,CRN015
CRA016,child,nonlineal,japhet,green,CRN014,CRN016
CRA017,child,nonlineal,japhet,red,CRN014,CRN017
CRA018,child,nonlineal,japhet,blue,CRN014,CRN018
CRA019,child,nonlineal,japhet,brown,CRN014,CRN019
CRA020,child,nonlineal,japhet,red,CRN014,CRN020
CRA021,child,lineal,japhet,green,CRN014,CRN021
CRA024,child,lineal,japhet,green,CRN021,CRN024
CRA022,child,nonlineal,japhet,blue,CRN014,CRN022
CRA023,child,nonlineal,japhet,red,CRN014,CRN023
CRA025,child,lineal,japhet,green,CRN024,CRN025
CRA024,child,lineal,japhet,green,CRN021,CRN024
CRA025,child,lineal,japhet,green,CRN024,CRN025
CRA026,child,lineal,japhet,green,CRN025,CRN026
CRA027,child,lineal,japhet,green,CRN026,CRN027
CRA026,child,lineal,japhet,green,CRN025,CRN026
CRA027,child,lineal,japhet,green,CRN026,CRN027
CRA028,child,lineal,japhet,green,CRN027,CRN028
CRA028,child,lineal,japhet,green,CRN027,CRN028
CRA029,child,lineal,japhet,green,CRN028,CRN029
CRA030,child,lineal,japhet,green,CRN029,CRN030
CRA029,child,lineal,japhet,green,CRN028,CRN029
CRA031,child,lineal,japhet,green,CRN030,CRN031
CRA030,child,lineal,japhet,green,CRN029,CRN030
CRA031,child,lineal,japhet,green,CRN030,CRN031
CRA032,child,lineal,japhet,green,CRN031,CRN032
CRA033,child,lineal,japhet,green,CRN032,CRN033
CRA032,child,lineal,japhet,green,CRN031,CRN032
CRA034,child,lineal,japhet,green,CRN033,CRN034
CRA033,child,lineal,japhet,green,CRN032,CRN033
CRA034,child,lineal,japhet,green,CRN033,CRN034
CRA035,child,lineal,japhet,green,CRN034,CRN035
CRA036,child,lineal,japhet,green,CRN035,CRN036
CRA035,child,lineal,japhet,green,CRN034,CRN035
CRA036,child,lineal,japhet,green,CRN035,CRN036
CRA037,child,lineal,japhet,green,CRN036,CRN037
CRA038,child,lineal,japhet,green,CRN037,CRN038
CRA037,child,lineal,japhet,green,CRN036,CRN037
CRA039,child,lineal,japhet,green,CRN038,CRN039
CRA038,child,lineal,japhet,green,CRN037,CRN038
CRA040,child,lineal,japhet,green,CRN039,CRN040
CRA039,child,lineal,japhet,green,CRN038,CRN039
CRA040,child,lineal,japhet,green,CRN039,CRN040
CRA041,child,lineal,japhet,green,CRN040,CRN041
CRA041,child,lineal,japhet,green,CRN040,CRN041
CRA042,child,lineal,japhet,green,CRN041,CRN042
CRA043,child,lineal,japhet,green,CRN042,CRN043
CRA042,child,lineal,japhet,green,CRN041,CRN042
CRA043,child,lineal,japhet,green,CRN042,CRN043
CRA044,child,lineal,japhet,green,CRN043,CRN044
CRA045,child,lineal,japhet,green,CRN044,CRN045
CRA044,child,lineal,japhet,green,CRN043,CRN044
CRA045,child,lineal,japhet,green,CRN044,CRN045
CRA046,child,lineal,japhet,green,CRN045,CRN046
CRA047,child,lineal,japhet,green,CRN046,CRN047
CRA046,child,lineal,japhet,green,CRN045,CRN046
CRA048,child,lineal,japhet,green,CRN047,CRN048
CRA047,child,lineal,japhet,green,CRN046,CRN047
CRA048,child,lineal,japhet,green,CRN047,CRN048
CRA049,child,lineal,japhet,green,CRN048,CRN049
CRA050,spouse,lineal,japhet,green,CRN049,CRN050
CRA049,child,lineal,japhet,green,CRN048,CRN049
CRA053,child,lineal,japhet,black,CRN050,CRN063
CRA050,spouse,lineal,japhet,green,CRN049,CRN050
CRA055,child,lineal,japhet,red,CRN050,CRN081
CRA054,child,lineal,japhet,none,CRN050,CRN073
CRA051,child,lineal,japhet,red,CRN050,CRN051
CRA052,child,lineal,japhet,blue,CRN050,CRN055
CRA056,child,lineal,heptarchy,red,CRN051,CRN052
CRA051,child,lineal,japhet,red,CRN050,CRN051
CRA057,child,lineal,heptarchy,red,CRN052,CRN053
CRA056,child,lineal,heptarchy,red,CRN051,CRN052
CRA058,kingdom,lineal,heptarchy,red,CRN053,CRN054
CRA057,child,lineal,heptarchy,red,CRN052,CRN053
CRA058,kingdom,lineal,heptarchy,red,CRN053,CRN054
CRA305,kingdom,lineal,heptarchy,red,CRN054,CRN288
CRA052,child,lineal,japhet,blue,CRN050,CRN055
CRA059,child,lineal,heptarchy,blue,CRN055,CRN056
CRA060,child,lineal,heptarchy,blue,CRN056,CRN057
CRA059,child,lineal,heptarchy,blue,CRN055,CRN056
CRA060,child,lineal,heptarchy,blue,CRN056,CRN057
CRA061,child,lineal,heptarchy,blue,CRN057,CRN058
CRA062,child,lineal,heptarchy,blue,CRN058,CRN059
CRA061,child,lineal,heptarchy,blue,CRN057,CRN058
CRA063,child,lineal,heptarchy,blue,CRN059,CRN060
CRA062,child,lineal,heptarchy,blue,CRN058,CRN059
CRA064,child,lineal,heptarchy,blue,CRN060,CRN061
CRA063,child,lineal,heptarchy,blue,CRN059,CRN060
CRA064,child,lineal,heptarchy,blue,CRN060,CRN061
CRA065,kingdom,lineal,heptarchy,blue,CRN061,CRN062
CRA065,kingdom,lineal,heptarchy,blue,CRN061,CRN062
CRA066,kingdom,lineal,heptarchy,blue,CRN062,CRN307
CRA053,child,lineal,japhet,black,CRN050,CRN063
CRA067,child,lineal,heptarchy,black,CRN063,CRN064
CRA067,child,lineal,heptarchy,black,CRN063,CRN064
CRA068,child,lineal,heptarchy,red,CRN064,CRN065
CRA069,child,lineal,heptarchy,red,CRN065,CRN066
CRA068,child,lineal,heptarchy,red,CRN064,CRN065
CRA069,child,lineal,heptarchy,red,CRN065,CRN066
CRA070,child,lineal,heptarchy,red,CRN066,CRN067
CRA071,child,lineal,heptarchy,red,CRN067,CRN068
CRA070,child,lineal,heptarchy,red,CRN066,CRN067
CRA071,child,lineal,heptarchy,red,CRN067,CRN068
CRA072,child,lineal,heptarchy,red,CRN068,CRN069
CRA073,child,lineal,heptarchy,red,CRN069,CRN070
CRA072,child,lineal,heptarchy,red,CRN068,CRN069
CRA075,kingdom,lineal,heptarchy,brown,CRN070,CRN072
CRA073,child,lineal,heptarchy,red,CRN069,CRN070
CRA074,kingdom,lineal,heptarchy,red,CRN070,CRN071
CRA335,kingdom,lineal,heptarchy,red,CRN071,CRN319
CRA091,kingdom,nonlineal,heptarchy,green,CRN088,CRN071
CRA074,kingdom,lineal,heptarchy,red,CRN070,CRN071
CRA387,kingdom,lineal,heptarchy,none,CRN072,CRN371
CRA075,kingdom,lineal,heptarchy,brown,CRN070,CRN072
CRA076,child,lineal,heptarchy,green,CRN073,CRN074
CRA054,child,lineal,japhet,none,CRN050,CRN073
CRA076,child,lineal,heptarchy,green,CRN073,CRN074
CRA077,child,lineal,heptarchy,green,CRN074,CRN075
CRA078,child,lineal,heptarchy,green,CRN075,CRN076
CRA077,child,lineal,heptarchy,green,CRN074,CRN075
CRA078,child,lineal,heptarchy,green,CRN075,CRN076
CRA079,child,lineal,heptarchy,green,CRN076,CRN077
CRA080,child,lineal,heptarchy,green,CRN077,CRN078
CRA079,child,lineal,heptarchy,green,CRN076,CRN077
CRA080,child,lineal,heptarchy,green,CRN077,CRN078
CRA081,child,lineal,heptarchy,green,CRN078,CRN079
CRA082,kingdom,lineal,heptarchy,green,CRN079,CRN080
CRA081,child,lineal,heptarchy,green,CRN078,CRN079
CRA082,kingdom,lineal,heptarchy,green,CRN079,CRN080
CRA357,kingdom,lineal,heptarchy,green,CRN080,CRN341
CRA055,child,lineal,japhet,red,CRN050,CRN081
CRA083,child,lineal,heptarchy,red,CRN081,CRN082
CRA084,child,lineal,heptarchy,red,CRN082,CRN083
CRA083,child,lineal,heptarchy,red,CRN081,CRN082
CRA084,child,lineal,heptarchy,red,CRN082,CRN083
CRA085,child,lineal,heptarchy,red,CRN083,CRN084
CRA085,child,lineal,heptarchy,red,CRN083,CRN084
CRA086,child,lineal,heptarchy,red,CRN084,CRN085
CRA086,child,lineal,heptarchy,red,CRN084,CRN085
CRA087,child,lineal,heptarchy,red,CRN085,CRN086
CRA087,child,lineal,heptarchy,red,CRN085,CRN086
CRA088,child,lineal,heptarchy,red,CRN086,CRN087
CRA089,child,lineal,heptarchy,red,CRN087,CRN088
CRA088,child,lineal,heptarchy,red,CRN086,CRN087
CRA089,child,lineal,heptarchy,red,CRN087,CRN088
CRA091,kingdom,nonlineal,heptarchy,green,CRN088,CRN071
CRA090,kingdom,lineal,heptarchy,red,CRN088,CRN089
CRA371,kingdom,lineal,heptarchy,none,CRN089,CRN355
CRA090,kingdom,lineal,heptarchy,red,CRN088,CRN089
CRA404,kingdom,lineal,heptarchy,red,CRN090,CRN388
CRA005,child,lineal,central,red,CRN006,CRN091
CRA092,child,lineal,central,red,CRN091,CRN092
CRA092,child,lineal,central,red,CRN091,CRN092
CRA093,child,lineal,central,red,CRN092,CRN093
CRA094,child,lineal,central,red,CRN093,CRN094
CRA093,child,lineal,central,red,CRN092,CRN093
CRA094,child,lineal,central,red,CRN093,CRN094
CRA095,child,lineal,central,red,CRN094,CRN095
CRA095,child,lineal,central,red,CRN094,CRN095
CRA096,child,lineal,central,red,CRN095,CRN096
CRA097,child,lineal,central,red,CRN096,CRN097
CRA096,child,lineal,central,red,CRN095,CRN096
CRA098,child,lineal,central,red,CRN097,CRN098
CRA097,child,lineal,central,red,CRN096,CRN097
CRA098,child,lineal,central,red,CRN097,CRN098
CRA099,child,lineal,central,red,CRN098,CRN099
CRA099,child,lineal,central,red,CRN098,CRN099
CRA100,child,lineal,central,red,CRN099,CRN100
CRA102,child,lineal,central,red,CRN100,CRN105
CRA101,child,nonlineal,central,red,CRN100,CRN101
CRA100,child,lineal,central,red,CRN099,CRN100
CRA103,child,nonlineal,central,none,CRN101,CRN102
CRA101,child,nonlineal,central,red,CRN100,CRN101
CRA102,child,lineal,central,red,CRN100,CRN105
CRA106,child,lineal,central,red,CRN105,CRN106
CRA104,child,nonlineal,central,none,CRN102,CRN103
CRA103,child,nonlineal,central,none,CRN101,CRN102
CRA104,child,nonlineal,central,none,CRN102,CRN103
CRA105,child,nonlineal,central,none,CRN103,CRN104
CRA105,child,nonlineal,central,none,CRN103,CRN104
CRA107,child,lineal,central,red,CRN106,CRN107
CRA106,child,lineal,central,red,CRN105,CRN106
CRA108,child,lineal,central,brown,CRN107,CRN108
CRA107,child,lineal,central,red,CRN106,CRN107
CRA109,child,nonlineal,central,red,CRN108,CRN109
CRA113,child,lineal,central,red,CRN108,CRN113
CRA108,child,lineal,central,brown,CRN107,CRN108
CRA109,child,nonlineal,central,red,CRN108,CRN109
CRA110,child,nonlineal,central,none,CRN109,CRN110
CRA111,child,nonlineal,central,red,CRN110,CRN111
CRA110,child,nonlineal,central,none,CRN109,CRN110
CRA111,child,nonlineal,central,red,CRN110,CRN111
CRA112,other,nonlineal,central,red,CRN111,CRN112
CRA112,other,nonlineal,central,red,CRN111,CRN112
CRA113,child,lineal,central,red,CRN108,CRN113
CRA114,child,lineal,central,red,CRN113,CRN114
CRA114,child,lineal,central,red,CRN113,CRN114
CRA115,child,lineal,central,red,CRN114,CRN115
CRA117,child,lineal,welsh,green,CRN115,CRN117
CRA118,child,lineal,central,red,CRN115,CRN185
CRA116,child,nonlineal,cental,red,CRN115,CRN116
CRA115,child,lineal,central,red,CRN114,CRN115
CRA116,child,nonlineal,cental,red,CRN115,CRN116
CRA117,child,lineal,welsh,green,CRN115,CRN117
CRA120,child,lineal,welsh,green,CRN117,CRN118
CRA121,child,lineal,welsh,green,CRN118,CRN119
CRA120,child,lineal,welsh,green,CRN117,CRN118
CRA122,child,lineal,welsh,green,CRN119,CRN120
CRA121,child,lineal,welsh,green,CRN118,CRN119
CRA122,child,lineal,welsh,green,CRN119,CRN120
CRA123,child,lineal,welsh,green,CRN120,CRN121
CRA123,child,lineal,welsh,green,CRN120,CRN121
CRA124,child,lineal,welsh,green,CRN121,CRN122
CRA124,child,lineal,welsh,green,CRN121,CRN122
CRA125,child,lineal,welsh,green,CRN122,CRN123
CRA126,child,lineal,welsh,green,CRN123,CRN124
CRA125,child,lineal,welsh,green,CRN122,CRN123
CRA127,child,lineal,welsh,green,CRN124,CRN125
CRA126,child,lineal,welsh,green,CRN123,CRN124
CRA128,child,lineal,welsh,green,CRN125,CRN126
CRA127,child,lineal,welsh,green,CRN124,CRN125
CRA128,child,lineal,welsh,green,CRN125,CRN126
CRA129,child,lineal,welsh,green,CRN126,CRN127
CRA129,child,lineal,welsh,green,CRN126,CRN127
CRA130,child,lineal,welsh,green,CRN127,CRN128
CRA131,child,lineal,welsh,green,CRN128,CRN129
CRA130,child,lineal,welsh,green,CRN127,CRN128
CRA131,child,lineal,welsh,green,CRN128,CRN129
CRA132,child,lineal,welsh,green,CRN129,CRN130
CRA133,child,lineal,welsh,green,CRN130,CRN131
CRA132,child,lineal,welsh,green,CRN129,CRN130
CRA133,child,lineal,welsh,green,CRN130,CRN131
CRA134,child,lineal,welsh,green,CRN131,CRN132
CRA135,child,lineal,welsh,green,CRN132,CRN133
CRA134,child,lineal,welsh,green,CRN131,CRN132
CRA135,child,lineal,welsh,green,CRN132,CRN133
CRA136,child,lineal,welsh,green,CRN133,CRN134
CRA136,child,lineal,welsh,green,CRN133,CRN134
CRA137,child,lineal,welsh,green,CRN134,CRN135
CRA138,child,lineal,welsh,green,CRN135,CRN136
CRA137,child,lineal,welsh,green,CRN134,CRN135
CRA138,child,lineal,welsh,green,CRN135,CRN136
CRA139,child,lineal,welsh,green,CRN136,CRN137
CRA139,child,lineal,welsh,green,CRN136,CRN137
CRA140,child,lineal,welsh,green,CRN137,CRN138
CRA141,child,lineal,welsh,green,CRN138,CRN139
CRA140,child,lineal,welsh,green,CRN137,CRN138
CRA142,child,lineal,welsh,green,CRN139,CRN140
CRA141,child,lineal,welsh,green,CRN138,CRN139
CRA142,child,lineal,welsh,green,CRN139,CRN140
CRA143,child,lineal,welsh,green,CRN140,CRN141
CRA143,child,lineal,welsh,green,CRN140,CRN141
CRA144,child,lineal,welsh,green,CRN141,CRN142
CRA145,same,lineal,welsh,green,CRN142,CRN143
CRA144,child,lineal,welsh,green,CRN141,CRN142
CRA146,child,lineal,welsh,green,CRN143,CRN144
CRA145,same,lineal,welsh,green,CRN142,CRN143
CRA147,sibling,lineal,welsh,green,CRN144,CRN145
CRA146,child,lineal,welsh,green,CRN143,CRN144
CRA148,child,lineal,welsh,green,CRN145,CRN146
CRA147,sibling,lineal,welsh,green,CRN144,CRN145
CRA148,child,lineal,welsh,green,CRN145,CRN146
CRA149,child,lineal,welsh,green,CRN146,CRN147
CRA150,child,lineal,welsh,green,CRN147,CRN148
CRA149,child,lineal,welsh,green,CRN146,CRN147
CRA150,child,lineal,welsh,green,CRN147,CRN148
CRA151,child,lineal,welsh,green,CRN148,CRN149
CRA152,child,lineal,welsh,green,CRN149,CRN150
CRA151,child,lineal,welsh,green,CRN148,CRN149
CRA153,nonfamlial,lineal,welsh,green,CRN150,CRN151
CRA152,child,lineal,welsh,green,CRN149,CRN150
CRA153,nonfamlial,lineal,welsh,green,CRN150,CRN151
CRA154,other,lineal,welsh,green,CRN151,CRN152
CRA155,nonfamilial,lineal,welsh,green,CRN152,CRN153
CRA154,other,lineal,welsh,green,CRN151,CRN152
CRA156,child,lineal,welsh,green,CRN153,CRN154
CRA155,nonfamilial,lineal,welsh,green,CRN152,CRN153
CRA157,child,lineal,welsh,green,CRN154,CRN155
CRA156,child,lineal,welsh,green,CRN153,CRN154
CRA158,unspecified,lineal,welsh,green,CRN155,CRN156
CRA157,child,lineal,welsh,green,CRN154,CRN155
CRA158,unspecified,lineal,welsh,green,CRN155,CRN156
CRA159,unspecified,lineal,welsh,green,CRN156,CRN157
CRA160,child,lineal,welsh,green,CRN157,CRN158
CRA159,unspecified,lineal,welsh,green,CRN156,CRN157
CRA161,child,lineal,welsh,green,CRN158,CRN159
CRA175,child,lineal,welsh,red,CRN158,CRN173
CRA160,child,lineal,welsh,green,CRN157,CRN158
CRA161,child,lineal,welsh,green,CRN158,CRN159
CRA162,child,lineal,welsh,green,CRN159,CRN160
CRA163,child,lineal,welsh,green,CRN160,CRN161
CRA162,child,lineal,welsh,green,CRN159,CRN160
CRA163,child,lineal,welsh,green,CRN160,CRN161
CRA164,child,lineal,welsh,green,CRN161,CRN162
CRA165,child,lineal,welsh,green,CRN162,CRN163
CRA164,child,lineal,welsh,green,CRN161,CRN162
CRA165,child,lineal,welsh,green,CRN162,CRN163
CRA166,child,lineal,welsh,green,CRN163,CRN164
CRA166,child,lineal,welsh,green,CRN163,CRN164
CRA167,nonfamilial,lineal,welsh,green,CRN164,CRN165
CRA167,nonfamilial,lineal,welsh,green,CRN164,CRN165
CRA168,nonfamilial,lineal,welsh,green,CRN165,CRN166
CRA168,nonfamilial,lineal,welsh,green,CRN165,CRN166
CRA169,child,lineal,welsh,green,CRN166,CRN167
CRA170,child,lineal,welsh,green,CRN167,CRN168
CRA169,child,lineal,welsh,green,CRN166,CRN167
CRA172,child,nonlineal,welsh,green,CRN168,CRN170
CRA170,child,lineal,welsh,green,CRN167,CRN168
CRA174,child,nonlineal,welsh,red,CRN168,CRN172
CRA173,child,nonlineal,welsh,brown,CRN168,CRN171
CRA171,child,nonlineal,welsh,red,CRN168,CRN169
CRA171,child,nonlineal,welsh,red,CRN168,CRN169
CRA172,child,nonlineal,welsh,green,CRN168,CRN170
CRA173,child,nonlineal,welsh,brown,CRN168,CRN171
CRA174,child,nonlineal,welsh,red,CRN168,CRN172
CRA175,child,lineal,welsh,red,CRN158,CRN173
CRA176,child,lineal,welsh,red,CRN173,CRN174
CRA177,child,lineal,welsh,red,CRN174,CRN175
CRA176,child,lineal,welsh,red,CRN173,CRN174
CRA177,child,lineal,welsh,red,CRN174,CRN175
CRA178,child,lineal,welsh,red,CRN175,CRN176
CRA179,child,lineal,welsh,red,CRN176,CRN177
CRA178,child,lineal,welsh,red,CRN175,CRN176
CRA179,child,lineal,welsh,red,CRN176,CRN177
CRA180,child,lineal,welsh,red,CRN177,CRN178
CRA181,child,lineal,welsh,red,CRN178,CRN179
CRA180,child,lineal,welsh,red,CRN177,CRN178
CRA182,child,lineal,welsh,red,CRN179,CRN180
CRA181,child,lineal,welsh,red,CRN178,CRN179
CRA182,child,lineal,welsh,red,CRN179,CRN180
CRA183,child,lineal,welsh,red,CRN180,CRN181
CRA183,child,lineal,welsh,red,CRN180,CRN181
CRA184,child,lineal,welsh,red,CRN181,CRN182
CRA184,child,lineal,welsh,red,CRN181,CRN182
CRA185,same,lineal,welsh,red,CRN182,CRN183
CRA186,child,lineal,welsh,red,CRN183,CRN184
CRA185,same,lineal,welsh,red,CRN182,CRN183
CRA186,child,lineal,welsh,red,CRN183,CRN184
CRA118,child,lineal,central,red,CRN115,CRN185
CRA119,child,lineal,central,red,CRN185,CRN186
CRA187,child,lineal,central,red,CRN186,CRN187
CRA119,child,lineal,central,red,CRN185,CRN186
CRA188,child,lineal,central,red,CRN187,CRN188
CRA187,child,lineal,central,red,CRN186,CRN187
CRA188,child,lineal,central,red,CRN187,CRN188
CRA189,child,lineal,central,red,CRN188,CRN189
CRA189,child,lineal,central,red,CRN188,CRN189
CRA190,child,lineal,central,red,CRN189,CRN190
CRA191,child,lineal,central,red,CRN190,CRN191
CRA190,child,lineal,central,red,CRN189,CRN190
CRA191,child,lineal,central,red,CRN190,CRN191
CRA192,child,lineal,central,red,CRN191,CRN192
CRA192,child,lineal,central,red,CRN191,CRN192
CRA193,child,lineal,central,red,CRN192,CRN193
CRA196,child,nonlineal,central,red,CRN193,CRN196
CRA194,child,nonlineal,central,red,CRN193,CRN194
CRA193,child,lineal,central,red,CRN192,CRN193
CRA197,child,nonlineal,central,red,CRN193,CRN197
CRA195,child,nonlineal,central,none,CRN194,CRN195
CRA194,child,nonlineal,central,red,CRN193,CRN194
CRA195,child,nonlineal,central,none,CRN194,CRN195
CRA196,child,nonlineal,central,red,CRN193,CRN196
CRA198,child,lineal,central,red,CRN197,CRN198
CRA197,child,nonlineal,central,red,CRN193,CRN197
CRA199,child,lineal,central,red,CRN198,CRN199
CRA198,child,lineal,central,red,CRN197,CRN198
CRA199,child,lineal,central,red,CRN198,CRN199
CRA200,child,lineal,central,red,CRN199,CRN200
CRA200,child,lineal,central,red,CRN199,CRN200
CRA201,child,lineal,central,red,CRN200,CRN201
CRA202,other,lineal,central,red,CRN201,CRN202
CRA203,other,nonlineal,central,red,CRN201,CRN203
CRA201,child,lineal,central,red,CRN200,CRN201
CRA202,other,lineal,central,red,CRN201,CRN202
CRA204,other,lineal,central,red,CRN202,CRN203
CRA205,child,lineal,central,red,CRN203,CRN204
CRA203,other,nonlineal,central,red,CRN201,CRN203
CRA204,other,lineal,central,red,CRN202,CRN203
CRA205,child,lineal,central,red,CRN203,CRN204
CRA206,child,lineal,central,red,CRN204,CRN205
CRA207,nonfamilial,lineal,central,red,CRN205,CRN206
CRA206,child,lineal,central,red,CRN204,CRN205
CRA207,nonfamilial,lineal,central,red,CRN205,CRN206
CRA208,child,nonlineal,central,red,CRN206,CRN207
CRA209,child,lineal,central,red,CRN206,CRN208
CRA208,child,nonlineal,central,red,CRN206,CRN207
CRA210,child,lineal,central,red,CRN208,CRN209
CRA209,child,lineal,central,red,CRN206,CRN208
CRA210,child,lineal,central,red,CRN208,CRN209
CRA211,unspecified,lineal,central,red,CRN209,CRN210
CRA212,child,lineal,central,red,CRN210,CRN211
CRA211,unspecified,lineal,central,red,CRN209,CRN210
CRA213,child,lineal,central,red,CRN211,CRN212
CRA212,child,lineal,central,red,CRN210,CRN211
CRA214,child,nonlineal,central,red,CRN211,CRN213
CRA213,child,lineal,central,red,CRN211,CRN212
CRA215,other,lineal,central,red,CRN212,CRN214
CRA216,child,nonlineal,central,red,CRN213,CRN214
CRA214,child,nonlineal,central,red,CRN211,CRN213
CRA216,child,nonlineal,central,red,CRN213,CRN214
CRA219,child,nonlineal,central,red,CRN214,CRN216
CRA225,child,nonlineal,central,red,CRN214,CRN219
CRA217,child,lineal,central,red,CRN214,CRN215
CRA223,child,nonlineal,central,red,CRN214,CRN218
CRA221,child,nonlineal,central,red,CRN214,CRN217
CRA218,child,nonlineal,central,red,CRN214,CRN215
CRA215,other,lineal,central,red,CRN212,CRN214
CRA217,child,lineal,central,red,CRN214,CRN215
CRA227,child,nonlineal,central,blue,CRN215,CRN220
CRA220,sibling,lineal,central,red,CRN215,CRN216
CRA218,child,nonlineal,central,red,CRN214,CRN215
CRA231,child,nonlineal,central,green,CRN216,CRN222
CRA219,child,nonlineal,central,red,CRN214,CRN216
CRA229,child,nonlineal,central,green,CRN216,CRN221
CRA222,sibling,lineal,central,red,CRN216,CRN217
CRA220,sibling,lineal,central,red,CRN215,CRN216
CRA237,child,nonlineal,central,red,CRN217,CRN225
CRA224,sibling,lineal,central,red,CRN217,CRN218
CRA222,sibling,lineal,central,red,CRN216,CRN217
CRA221,child,nonlineal,central,red,CRN214,CRN217
CRA226,sibling,lineal,central,red,CRN218,CRN219
CRA235,child,nonlineal,central,blue,CRN218,CRN224
CRA224,sibling,lineal,central,red,CRN217,CRN218
CRA223,child,nonlineal,central,red,CRN214,CRN218
CRA225,child,nonlineal,central,red,CRN214,CRN219
CRA226,sibling,lineal,central,red,CRN218,CRN219
CRA228,other,lineal,central,red,CRN219,CRN220
CRA233,child,nonlineal,central,brown,CRN219,CRN223
CRA227,child,nonlineal,central,blue,CRN215,CRN220
CRA228,other,lineal,central,red,CRN219,CRN220
CRA230,other,lineal,central,red,CRN220,CRN221
CRA232,sibling,lineal,central,red,CRN221,CRN222
CRA229,child,nonlineal,central,green,CRN216,CRN221
CRA230,other,lineal,central,red,CRN220,CRN221
CRA231,child,nonlineal,central,green,CRN216,CRN222
CRA234,other,lineal,central,red,CRN222,CRN223
CRA232,sibling,lineal,central,red,CRN221,CRN222
CRA234,other,lineal,central,red,CRN222,CRN223
CRA233,child,nonlineal,central,brown,CRN219,CRN223
CRA236,other,lineal,central,red,CRN223,CRN224
CRA238,other,lineal,central,red,CRN224,CRN225
CRA235,child,nonlineal,central,blue,CRN218,CRN224
CRA236,other,lineal,central,red,CRN223,CRN224
CRA238,other,lineal,central,red,CRN224,CRN225
CRA237,child,nonlineal,central,red,CRN217,CRN225
CRA239,child,lineal,central,red,CRN225,CRN226
CRA240,unspecified,lineal,central,red,CRN226,CRN227
CRA239,child,lineal,central,red,CRN225,CRN226
CRA240,unspecified,lineal,central,red,CRN226,CRN227
CRA241,unspecified,lineal,central,red,CRN227,CRN228
CRA242,unspecified,lineal,central,red,CRN228,CRN229
CRA241,unspecified,lineal,central,red,CRN227,CRN228
CRA245,child,lineal,central,red,CRN229,CRN232
CRA244,child,nonlineal,central,red,CRN229,CRN231
CRA242,unspecified,lineal,central,red,CRN228,CRN229
CRA243,child,nonlineal,central,red,CRN229,CRN230
CRA243,child,nonlineal,central,red,CRN229,CRN230
CRA244,child,nonlineal,central,red,CRN229,CRN231
CRA245,child,lineal,central,red,CRN229,CRN232
CRA246,other,lineal,central,none,CRN232,CRN233
CRA247,unspecified,lineal,central,red,CRN233,CRN234
CRA248,unspecified,nonlineal,central,red,CRN233,CRN235
CRA246,other,lineal,central,none,CRN232,CRN233
CRA249,unspecified,lineal,central,red,CRN234,CRN235
CRA247,unspecified,lineal,central,red,CRN233,CRN234
CRA249,unspecified,lineal,central,red,CRN234,CRN235
CRA248,unspecified,nonlineal,central,red,CRN233,CRN235
CRA250,unspecified,lineal,central,red,CRN235,CRN236
CRA251,unspecified,lineal,central,red,CRN236,CRN237
CRA252,unspecified,nonlineal,central,brown,CRN236,CRN238
CRA250,unspecified,lineal,central,red,CRN235,CRN236
CRA251,unspecified,lineal,central,red,CRN236,CRN237
CRA253,unspecified,lineal,central,red,CRN237,CRN238
